work_location,dedication,contract_type,last_monthly_salary_or_net,job_type,experience_years,people_under_charge,used_platforms,used_technologies,used_frameworks,databases,qa_testing,max_studies_level,state,edu_institution,age,gender,salary_dollarized,seniority,salary
San Luis,Full-Time,Freelance,300000.0,Developer,1,0,Azure,".NET, C#, CSS, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, SQLite",Ninguna de las anteriores,Universitario,En curso,UNSL - Universidad Nacional de San Luis,23,Mujer Cis,True,Junior,300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),480000.0,Developer,8,0,"Amazon Web Services, Docker, Linux, OpenShift","Java, Javascript","Hibernate, React.js, Spring",Oracle,"Jest, JUnit, Postman, Selenium, SoapUI",Universitario,Incompleto,UBA - Universidad de Buenos Aires,32,Hombre Cis,True,Senior,785000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1072500.0,Manager / Director,4,4,"Amazon Web Services, Google Cloud Platform","Java, Python, SQL",TensorFlow,Bigquery,Postman,Universitario,En curso,UBA - Universidad de Buenos Aires,32,Hombre Cis,True,Semi-Senior,1950000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),310000.0,Developer,1,0,Linux,"Javascript, PHP, Python",Ninguno de los anteriores,MariaDB,"PHPUnit, Postman, Selenium, Xunit",Universitario,Incompleto,UNS - Universidad Nacional del Sur,25,Hombre Cis,True,Junior,374000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),513000.0,Technical Leader,5,3,"Docker, Linux, Windows Server","Bash/Shell, CSS, HTML, Javascript, Smalltalk",React.js,"ElasticSearch, PostgreSQL","Selenium, Sunit",Universitario,En curso,UNQ - Universidad Nacional de Quilmes,23,Hombre Cis,True,Semi-Senior,665000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),270107.0,Developer,2,0,"Amazon Web Services, Docker",".NET, C#, SQL",".NET Core, Node.js","Amazon DynamoDB, Microsoft SQL Server, PostgreSQL",Xunit,Universitario,Completo,UAI - Universidad Abierta Interamericana,27,Hombre Cis,True,Junior,324508.0
Córdoba,Full-Time,Contractor,1248000.0,Technical Support,8,0,"Google Cloud Platform, Kubernetes, Linux, OpenStack, VMWare","Bash/Shell, Go, SQL",Ninguno de los anteriores,"PostgreSQL, Crunchy Data ","Cypress, Postman",Universitario,Completo,IUA - Instituto Universitario Aeronáutico,36,Hombre Cis,True,Senior,1248000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,336660.79470422905,Developer,2,0,OpenShift,"Java, SQL","Hibernate, Spring",MySQL,"JUnit, Postman",Terciario,Completo,UTN - Universidad Tecnológica Nacional,28,Fluido,True,Junior,420000.0
Buenos Aires,Full-Time,Staff (planta permanente),307000.0,Developer,5,0,"Windows Server, T24","Python, SQL, JBASE",Temenos Transact,Microsoft SQL Server,Ninguna de las anteriores,Terciario,En curso,UNLP - Universidad Nacional de La Plata,35,Hombre Cis,True,Semi-Senior,357000.0
Buenos Aires,Full-Time,Staff (planta permanente),389000.0,Developer,5,2,Firebase,"CSS, HTML, Javascript, TypeScript","Node.js, React.js",Ninguna de las anteriores,Postman,Universitario,En curso,UCAECE - Centro de Altos Estudios en Ciencias Exactas,27,Hombre Cis,True,Semi-Senior,419000.0
Tucumán,Full-Time,Staff (planta permanente),500000.0,Developer,5,0,"Amazon Web Services, Docker, Linux","C++, C#, Python","TensorFlow, Torch, ROS, Gazebo, Omniverse, Unity, Unreal",Ninguna de las anteriores,"GTest, pytest, unittest",Universitario,En curso,UTN - Universidad Tecnológica Nacional,25,Hombre Cis,True,Semi-Senior,700000.0
Córdoba,Full-Time,Contractor,790741.245941975,QA / Tester,2,2,"Amazon Web Services, Arduino o similar, Docker, Kubernetes, Linux, OpenStack","Arduino, Bash/Shell, C, Python",Ninguno de los anteriores,PostgreSQL,"Postman, Selenium",Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,33,Hombre Cis,True,Junior,939393.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),743510.0,Developer,4,0,"Docker, Firebase, Google Cloud Platform, Kubernetes","Bash/Shell, Go, Python, Rust",Django,PostgreSQL,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,27,Hombre Cis,True,Semi-Senior,693510.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),670000.0,Developer,6,0,Amazon Web Services,Dart,Flutter,"Amazon DynamoDB, Amazon RDS/Aurora",Ninguna de las anteriores,Universitario,En curso,UNQ - Universidad Nacional de Quilmes,31,Hombre Cis,True,Senior,668150.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),473045.0,Data Engineer,2,1,"Amazon Web Services, Datastage","Python, SQL",Spark,"Amazon Redshift, MySQL, Oracle",Ninguna de las anteriores,Universitario,Completo,UNLP - Universidad Nacional de La Plata,26,Mujer Cis,True,Junior,481179.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,850000.0,SysAdmin / DevOps / SRE,18,12,"Amazon Web Services, Azure, *BSD, Docker, Google Cloud Platform, Kubernetes, Linux, Windows Server","Bash/Shell, Perl, Python, Ruby, SQL","Django, Flask, Rails, WordPress","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis, SQLite","Cucumber, Postman",Universitario,Incompleto,UBA - Universidad de Buenos Aires,39,Hombre Cis,True,Senior,960000.0
Buenos Aires,Full-Time,Contractor,500000.0,Technical Leader,20,3,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, HTML, Javascript, R, TypeScript","Angular, Node.js, React.js","MongoDB, Redis","Cypress, Jest, Karma, Mocha, Postman",Universitario,Completo,UNQ - Universidad Nacional de Quilmes,39,Hombre Cis,True,Senior,550000.0
Buenos Aires,Full-Time,Staff (planta permanente),605000.0,Developer,8,0,"Amazon Web Services, Docker, Google Cloud Platform","Go, Java, Javascript, Python",Node.js,"ElasticSearch, MySQL","Jest, Postman",Terciario,Completo,UTN - Universidad Tecnológica Nacional,38,Hombre Cis,True,Senior,884000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),241000.0,Developer,0,0,Amazon Web Services,COBOL,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,En curso,ORT,25,Mujer Cis,True,Junior,255000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),620000.0,Developer,10,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Java, Javascript, SQL","Angular, Bootstrap",PostgreSQL,"Cucumber, Cypress, Jest, JUnit, Karma",Universitario,Completo,UBA - Universidad de Buenos Aires,34,Mujer Cis,True,Senior,675000.0
Buenos Aires,Full-Time,Staff (planta permanente),380000.0,Developer,7,0,Firebase,"Objective-C, Swift",Uikit,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,Incompleto,UTN - Universidad Tecnológica Nacional,38,Prefiero no decir,True,Senior,430000.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),321000.0,Developer,3,0,Oracle cloud,"Java, Javascript","Hibernate, Spring",Oracle,Postman,Universitario,Incompleto,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,28,Hombre Cis,True,Semi-Senior,386000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),140000.0,Data Engineer,4,0,Ninguna de las anteriores,SQL,"Ninguno de los anteriores, ",MySQL,Ninguna de las anteriores,Terciario,Completo,UNLA - Universidad Nacional de Lanús,39,Mujer Cis,True,Semi-Senior,140000.0
Buenos Aires,Full-Time,Contractor,890000.0,Infosec,7,0,"Amazon Web Services, Azure, Google Cloud Platform, Linux, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL",Ninguna de las anteriores,Universitario,Completo,UNLA - Universidad Nacional de Lanús,31,Hombre Cis,True,Senior,1300000.0
Córdoba,Full-Time,Contractor,400000.0,Developer,2,3,"Amazon Web Services, Linux, Serverless","CSS, HTML, Javascript, TypeScript","Next.js, React.js","Amazon RDS/Aurora, MySQL, PostgreSQL","Jest, Postman",Universitario,En curso,UNC - Universidad Nacional de Córdoba,24,Hombre Cis,True,Junior,1300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),492480.0,QA / Tester,24,0,"Docker, Kubernetes, Linux","Bash/Shell, Groovy, Java, Javascript, PHP","Spring, Apache NiFi, Camel, SpringBoot","MariaDB, MongoDB, MySQL, Percona Server, Redis","JUnit, Gauge",Universitario,Incompleto,UBA - Universidad de Buenos Aires,51,Hombre Cis,True,Senior,936592.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1470000.0,Developer,5,0,"Amazon Web Services, Docker, Linux, Serverless","Javascript, R, TypeScript","Node.js, React.js","Amazon RDS/Aurora, PostgreSQL, Redis","Jest, Postman, pytest",Universitario,En curso,UBA - Universidad de Buenos Aires,27,Hombre Cis,True,Semi-Senior,1470000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),789399.0,Developer,14,0,Linux,"CSS, HTML, Javascript, PHP","jQuery, Node.js",MySQL,Selenium,Universitario,Completo,UTN - Universidad Tecnológica Nacional,42,Hombre Cis,True,Senior,854938.0
Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,Manager / Director,10,0,"Amazon Web Services, Google Cloud Platform","CSS, HTML, Javascript, Python, SQL",Ninguno de los anteriores,Microsoft SQL Server,Postman,Maestría,Completo,UBA - Universidad de Buenos Aires,39,Hombre Cis,True,Senior,1350000.0
Córdoba,Full-Time,Staff (planta permanente),877721.0,SysAdmin / DevOps / SRE,27,0,"Docker, Kubernetes, Linux, Serverless","Bash/Shell, Go, Python",Ninguno de los anteriores,"ElasticSearch, Redis",Ninguna de las anteriores,Posgrado/Especialización,Completo,UNC - Universidad Nacional de Córdoba,50,Hombre Cis,True,Senior,1345377.0
Tucumán,Full-Time,Tercerizado (trabajo a través de consultora o agencia),234289.0,SysAdmin / DevOps / SRE,1,0,"Azure, Postman, Pipelines, Ansible Tower, APIGee",".NET, Bash/Shell, C#",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Postman,Universitario,En curso,UTN - Universidad Tecnológica Nacional,23,Hombre Cis,True,Junior,282776.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1749059.0,SysAdmin / DevOps / SRE,20,0,"Amazon Web Services, Docker, Linux","Bash/Shell, PHP, Python, SQL","Hadoop, Laravel","ElasticSearch, MySQL, Percona XtraBackup, Percona Server",Ninguna de las anteriores,Universitario,Completo,UP - Universidad de Palermo,38,Hombre Cis,True,Senior,1936000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1768685.8299423396,Data Scientist,10,0,"Amazon Web Services, Docker, Linux","Python, Scala, SQL",TensorFlow,Apache Hive,"pytest, spark-testing",Posgrado/Especialización,Completo,UBA - Universidad de Buenos Aires,44,Hombre Cis,True,Senior,2058000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),560000.0,Developer,3,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, TypeScript","Node.js, React.js","Amazon DynamoDB, MySQL, PostgreSQL","Jest, Mocha, Postman",Universitario,Completo,UNLaM - Universidad Nacional de La Matanza,31,Hombre Cis,True,Semi-Senior,890000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),430000.0,Data Engineer,3,0,"Azure, Docker, Google Cloud Platform",".NET, C#, HTML, Javascript, TypeScript",".NET Core, Angular, Node.js","Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,En curso,UNLaM - Universidad Nacional de La Matanza,33,Hombre Cis,True,Semi-Senior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,400000.0,Developer,12,0,"Docker, Linux","HTML, PHP, SQL",Laravel,MySQL,"PHPUnit, Postman",Universitario,Completo,UCAECE - Centro de Altos Estudios en Ciencias Exactas,38,Mujer Cis,True,Senior,500000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),445000.0,Developer,2,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux",".NET, C#, Javascript",".NET Core, Angular, Hibernate, Node.js, React.js","Amazon DynamoDB, MongoDB, PostgreSQL, Redis","Mocha, Xunit",Universitario,En curso,UBA - Universidad de Buenos Aires,23,Hombre Cis,True,Junior,405000.0
Entre Ríos,Full-Time,Staff (planta permanente),290000.0,Developer,2,0,"Amazon Web Services, Azure, Serverless","CSS, HTML, Javascript, Python, SQL, TypeScript","Angular, Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL",Postman,Universitario,En curso,UTN - Universidad Tecnológica Nacional,21,Hombre Cis,True,Junior,370000.0
Buenos Aires,Full-Time,Contractor,1800000.0,Developer,11,0,Docker,Kotlin,Spring,MongoDB,"JUnit, Karate",Universitario,Incompleto,UNGS - Universidad Nacional de General Sarmiento,32,Hombre Cis,True,Senior,1800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,VP / C-Level,15,25,"Amazon Web Services, Azure, Docker, Linux, VMWare","CSS, HTML, Java, Javascript, PHP, Python, SQL","jQuery, Node.js, React.js, Zend","ElasticSearch, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Redis, SQLite",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,32,Hombre Cis,True,Senior,2700000.0
Chubut,Full-Time,Staff (planta permanente),395000.0,Developer,2,0,Linux,"CSS, HTML, Javascript, PHP",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Secundario,Completo,UNLP - Universidad Nacional de La Plata,32,Hombre Cis,True,Junior,395000.0
Corrientes,Full-Time,Contractor,1450000.0,Developer,15,0,"Amazon Web Services, Linux",TypeScript,"Angular, Node.js","Amazon RDS/Aurora, MariaDB, MySQL",Ninguna de las anteriores,Maestría,En curso,UTN - Universidad Tecnológica Nacional,41,Hombre Cis,True,Senior,1700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),442000.0,Data Engineer,7,0,"Docker, Google Cloud Platform",Python,Ninguno de los anteriores,"Google Cloud Storage, BigQuery",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,40,Hombre Cis,True,Senior,644000.0
Córdoba,Full-Time,Staff (planta permanente),430000.0,Developer,4,1,"Amazon Web Services, Firebase","Objective-C, Swift",Ninguno de los anteriores,Ninguna de las anteriores,Postman,Universitario,Incompleto,UNC - Universidad Nacional de Córdoba,34,Hombre Cis,True,Semi-Senior,640000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),520000.0,Developer,5,0,"Amazon Web Services, Docker, Kubernetes, Linux, MacOS",".NET, Bash/Shell, HTML, Javascript, PHP, SQL",".NET Core, React.js, Symfony","Amazon RDS/Aurora, MongoDB, MySQL, PostgreSQL, Redis","PHPUnit, Postman",Universitario,En curso,UTN - Universidad Tecnológica Nacional,25,Hombre Cis,True,Semi-Senior,388000.0
Buenos Aires,Full-Time,Contractor,1556362.0,Data Engineer,4,0,Azure,"Python, SQL",Spark,"Microsoft SQL Server, Snowflake",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,24,Hombre Cis,True,Semi-Senior,1617000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),750000.0,SysAdmin / DevOps / SRE,9,0,"Docker, IBM Cloud / Watson, Linux, Nomad","Bash/Shell, Go",Ninguno de los anteriores,"Cassandra, ElasticSearch, PostgreSQL, Redis",Ninguna de las anteriores,Terciario,Completo,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,30,Hombre Cis,True,Senior,800000.0
Córdoba,Full-Time,Contractor,1200000.0,SysAdmin / DevOps / SRE,3,0,"Amazon Web Services, Docker, Kubernetes, Linux",Python,Ninguno de los anteriores,ElasticSearch,Ninguna de las anteriores,Terciario,Incompleto,ISSD - Instituto Superior Santo Domingo,44,Hombre Cis,True,Semi-Senior,1400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),895000.0,Developer,4,0,"Amazon Web Services, Linux","CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Django, Flask, jQuery, Symfony","Amazon RDS/Aurora, MySQL, Redis","PHPUnit, Postman",Universitario,En curso,UBA - Universidad de Buenos Aires,23,Prefiero no decir,True,Semi-Senior,977000.0
Buenos Aires,Full-Time,Staff (planta permanente),690000.0,Technical Leader,10,12,"Amazon Web Services, Docker, Serverless","Java, Javascript, Kotlin, SQL, TypeScript","Hibernate, Next.js, React.js, Spark, Spring","Amazon DynamoDB, MySQL, Redis","Cypress, Jest, JUnit",Universitario,Incompleto,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,38,Hombre Cis,True,Senior,1000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),452103.0,Developer,5,0,"Amazon Web Services, Docker, Kubernetes, Linux","Java, Javascript, PHP","Laravel, Spring, Nest.js","MySQL, Redis","JUnit, PHPUnit",Universitario,En curso,UBA - Universidad de Buenos Aires,23,Hombre Cis,True,Semi-Senior,652163.0
Buenos Aires,Full-Time,Staff (planta permanente),675000.0,SysAdmin / DevOps / SRE,6,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server",Python,Ninguno de los anteriores,"Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL, SQLite",Ninguna de las anteriores,Universitario,Incompleto,UP - Universidad de Palermo,28,Hombre Cis,True,Senior,800000.0
Buenos Aires,Full-Time,Staff (planta permanente),950000.0,Developer,6,0,"Amazon Web Services, Docker",TypeScript,"Angular, Bootstrap","Amazon DynamoDB, Redis",Jest,Universitario,Incompleto,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,28,Hombre Cis,True,Senior,500000.0
Mendoza,Full-Time,Staff (planta permanente),1069906.0,SysAdmin / DevOps / SRE,26,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Go, Groovy, HTML, Javascript, Kotlin, Python, SQL",Django,"Amazon Redshift, ElasticSearch, MySQL, ProxySQL, Redis",Ninguna de las anteriores,Universitario,Incompleto,UNC - Universidad Nacional de Córdoba,51,Hombre Cis,True,Senior,1113023.0
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,500000.0,Data Scientist,2,0,Azure,"Python, SQL",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,37,Hombre Cis,True,Junior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1890000.0,Data Scientist,4,0,"Amazon Web Services, Docker","Bash/Shell, Python, R, SQL","Spark, TensorFlow",Snowflake,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,31,Mujer Cis,True,Semi-Senior,1920000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,864000.0,Network automation engineer,2,0,Linux,"Javascript, Python, SQL",Ninguno de los anteriores,"MongoDB, MySQL, Oracle",Selenium,Universitario,Completo,UBA - Universidad de Buenos Aires,28,Mujer Cis,True,Junior,960000.0
Mendoza,Full-Time,Staff (planta permanente),373867.0,Data Engineer,5,0,"Amazon Web Services, Azure, Snowflake ","Python, SQL",Pandas,"Microsoft SQL Server, MySQL, Snowflake ",Ninguna de las anteriores,Universitario,Completo,UNCUYO - Universidad Nacional de Cuyo,30,Hombre Cis,True,Semi-Senior,482247.0
